Study_no,ES_no,Title,FirstAuth,Pub_year,Pub_type,Pub_name,DOI,City,Country,Study_year,Study_class,Study_order,Study_spec,Study_effect,Conn_type,Conn_metric,Conn_buffer,Conn_feat,Conn_lcclass,Conn_tool,r_metric,r_method,corr_type,mi,ri,ti,fi,pi,bi,var_sdi,var_type,R2i,ni,n_type,NOTES
104,661,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Pardosa prativaga,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.312,na,0.754,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi10"
104,662,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Argenna subnigra,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.672,na,0.494,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi11"
104,663,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Drassyllus praeficus,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-1.353,na,0.131,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi12"
104,664,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Hypsosinga albovittata,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-1.453,na,0.125,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi13"
104,665,Reducing management intensity and isolation as promising tools to enhance ground-dwelling arthropod diversity in urban grasslands,Buchholz,2018,journalarticle,Urban Ecosystems,10.1007/s11252-018-0786-2,Berlin,Germany,2013,arachnida,araneae,Xysticus bifasciatus,associative,structural,ordinal connectivity index,na,other,grey,GIS,abundance,pitfall trap,glm-poisson,4,na,-0.146,na,0.884,na,na,na,na,18,sites - patch,"results from table 3, present t-values and chi14"
105,666,"Long‐term urbanization impacts the eastern golden frog ( Pelophylax plancyi ) in Shanghai City: Demographic history, genetic structure, and implications for amphibian conservation in intensively urbanizing environments",Wei,2021,journalarticle,Evolutionary Applications,10.1111/eva.13156,Shanghai,China,2017,amphibia,anura,Pelophylax plancyi,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-SNP,mantel,na,0.01,na,na,0.345,na,na,na,na,15,sites - ponds,"results from text, 407 individuals across 15 samplings sites. "
105,667,"Long‐term urbanization impacts the eastern golden frog ( Pelophylax plancyi ) in Shanghai City: Demographic history, genetic structure, and implications for amphibian conservation in intensively urbanizing environments",Wei,2021,journalarticle,Evolutionary Applications,10.1111/eva.13156,Shanghai,China,2017,amphibia,anura,Pelophylax plancyi,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-microsatellite,mantel,na,0.03,na,na,0.152,na,na,na,na,15,sites - ponds,"results from text, 407 individuals across 15 samplings sites. "
106,668,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,structural,proportion green in buffer,400,area,green,GIS,species richness,pan traps,glm-negativebinomial,na,na,-1.411764706,na,na,-0.24,0.17,SE,na,23,sites - sampled,Results from table 2. Modified hanski metric for 'food habitat'. Extracted the buffer size with the highest deviance explained.
106,669,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,GIS,species richness,pan traps,glm-negativebinomial,na,na,-1.176470588,na,na,-0.2,0.17,SE,na,23,sites - sampled,Results from table 2. Modified hanski metric for 'food habitat'. Extracted the buffer size with the highest deviance explained.
106,670,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,functional,cumulative resistance,200,resistance-weighted area,resist,GIS,species richness,pan traps,glm-negativebinomial,na,na,3.176470588,na,na,0.54,0.17,SE,na,23,sites - sampled,Results from table 2. Modified hanski metric for 'food habitat' with resistance values. Extracted the buffer size with the highest deviance explained.
106,671,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,structural,proportion green in buffer,400,area,green,GIS,abundance,pan traps,glm-negativebinomial,na,na,-1.217391304,na,na,-0.28,0.23,SE,na,23,sites - sampled,Results from table 3. Modified hanski metric for 'food habitat'. Extracted the buffer size with the highest deviance explained.
106,672,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,potential,incidence function measure,na,distance-weighted area,green,GIS,abundance,pan traps,glm-negativebinomial,na,na,-1.130434783,na,na,-0.26,0.23,SE,na,23,sites - sampled,Results from table 3. Modified hanski metric for 'food habitat'. Extracted the buffer size with the highest deviance explained.
106,673,Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,Johansson,2018,journalarticle,Ecosphere,10.1002/ecs2.2486,Stockholm,Sweden,2015,insecta,hymenoptera,na,associative,functional,cumulative resistance,200,resistance-weighted area,resist,GIS,abundance,pan traps,glm-negativebinomial,na,na,3.454545455,na,na,0.76,0.22,SE,na,23,sites - sampled,Results from table 3. Modified hanski metric for 'food habitat' with resistance values. Extracted the buffer size with the highest deviance explained.
107,674,"Fine-scale population genetic structure of dengue mosquito vector, Aedes aegypti, in Metropolitan Manila, Philippines",Carvajal,2020,journalarticle,PLOS Neglected Tropical Diseases,10.1371/journal.pntd.0008279,Manila,Philippines,2014,insecta,diptera,Aedes aegypti,associative,structural,geographic distance,na,distance,dist,GIS,genetic distance-Fst,genetic-microsatellite,mantel,na,0.01,na,na,0.25,na,na,na,na,21,sites - sampled,"results from text, 11 microsatellites"
108,675,Ecological relevance of least cost path analysis: An easy implementation method for landscape urban planning,Balbi,2019,journalarticle,Journal of Environmental Management,10.1016/j.jenvman.2019.04.124,Rennes,France,2015,mammalia,rodentia,european hedgehog,comparative,functional,least-cost path,na,resistance,perm,GIS,movement distance,tagging-radiotransmitter,pearson,na,0.38,na,na,na,na,na,na,na,30,individual tagged,"Movement distance = sum of all movement steps in a night. Estimates calculated from mean data presented in table 2, converted to correlation coefficient. 30 MALE hedgehogs radiotracked for 30 days"
108,676,Ecological relevance of least cost path analysis: An easy implementation method for landscape urban planning,Balbi,2019,journalarticle,Journal of Environmental Management,10.1016/j.jenvman.2019.04.124,Rennes,France,2015,mammalia,rodentia,european hedgehog,comparative,functional,least-cost path,na,resistance,perm,GIS,effective movement distance,tagging-radiotransmitter,pearson,na,0.28,na,na,na,na,na,na,na,30,individual tagged,"Effective distance = distance from original starting location at end of night. Estimates calculated from mean data presented in table 2, converted to correlation coefficient. 30 MALE hedgehogs radiotracked for 30 days"
108,677,Ecological relevance of least cost path analysis: An easy implementation method for landscape urban planning,Balbi,2019,journalarticle,Journal of Environmental Management,10.1016/j.jenvman.2019.04.124,Rennes,France,2015,mammalia,rodentia,european hedgehog,comparative,functional,least-cost path,na,resistance,perm,GIS,movement speed,tagging-radiotransmitter,pearson,na,0.34,na,na,na,na,na,na,na,30,individual tagged,"Estimates calculated from mean data presented in table 2, converted to correlation coefficient. 30 MALE hedgehogs radiotracked for 30 days"
108,678,Ecological relevance of least cost path analysis: An easy implementation method for landscape urban planning,Balbi,2019,journalarticle,Journal of Environmental Management,10.1016/j.jenvman.2019.04.124,Rennes,France,2015,mammalia,rodentia,european hedgehog,comparative,functional,least-cost path,na,resistance,perm,GIS,activity ratio,tagging-radiotransmitter,pearson,na,0.31,na,na,na,na,na,na,na,30,individual tagged,"Ratio of active movement/total readings. Estimates calculated from mean data presented in table 2, converted to correlation coefficient. 30 MALE hedgehogs radiotracked for 30 days"
109,679,Mapping the fine-scale spatial pattern of artificial light pollution at night in urban environments from the perspective of bird habitats,Xue,2020,journalarticle,Science of The Total Environment,10.1016/j.scitotenv.2019.134725,Hangzhou,China,2018,aves,na,na,associative,functional,current flow,0.07,resistance,perm,GIS,abundance,site survey,pearson,na,0.55,na,na,na,na,na,na,0.306,70,sites - sampled,Results from main text p6. Resistance values estimated from literature. Focus on artificial light effect on current resistance
110,680,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,na,associative,structural,proportion green in buffer,2,area,green,GIS,species richness,site survey,pearson,na,0.320589734,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 100
110,681,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,na,associative,potential,local network area,2,graph network,green,GIS,species richness,site survey,pearson,na,0.214734979,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 100
110,682,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,na,associative,potential,equivalent connected area,2,graph network,green,GIS,species richness,site survey,pearson,na,0.334995854,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 100
110,683,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,perrenial plants,associative,structural,proportion green in buffer,2,area,green,GIS,species richness,site survey,pearson,na,0.503873882,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 600
110,684,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,perrenial plants,associative,potential,local network area,2,graph network,green,GIS,species richness,site survey,pearson,na,0.399304952,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 200
110,685,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,perrenial plants,associative,potential,equivalent connected area,2,graph network,green,GIS,species richness,site survey,pearson,na,0.58214164,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 700
110,686,"Islands, mainland, and terrestrial fragments: How isolation shapes plant diversity",Martín-Queller,2017,journalarticle,Ecology and Evolution,10.1002/ece3.3150,Marseille,France,2007,plantae,na,annual plants,associative,structural,proportion green in buffer,2,area,green,GIS,species richness,site survey,pearson,na,0.191485422,na,na,na,na,na,na,na,19,sites - patch,From table 3; cutoff for graph at dispersal capacity  = 600
