ID,pd,item_type,pub_year,author,title,journal,ISBN,ISSN,DOI,URL,pdf,urban_area,country,conn_type,conn_metric,response_var,taxa,validation,data_location,excl_reason,result_sign,notes
108,YES,journalArticle,2013,"Vergnes, Alan; Kerbiriou, Christian; Clergeau, Philippe",Ecological corridors also operate in an urban matrix: A test case with garden shrews,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-013-0289-0,http://link.springer.com/10.1007/s11252-013-0289-0,Y,Paris,France,structural,"distance to nearest neighbour (e2e), distance to nearest woodlot",occurrence,mammalia,pitfall trap,"text, table",na,neg,focused on effectiveness of corridors for 3 species of shrews
121,YES,journalArticle,2012,"Vergnes, Alan; Viol, Isabelle Le; Clergeau, Philippe",Green corridors in urban landscapes affect the arthropod communities of domestic gardens,Biological Conservation,,63207,10.1016/j.biocon.2011.11.002,https://linkinghub.elsevier.com/retrieve/pii/S0006320711004009,Y,Paris,France,structural,aggregation index,"species richness, abundance, community composition",arthropod,site survey,"text, table, supplement",na,pos,"metacommunity analysis, see Holyoak 2005. Use PCA to get an estimate of 'matrix connectivity'. Not sure how common this analysis is"
204,YES,journalArticle,2009,"Vieira, Marcus V.; Olifiers, Natalie; Delciellos, Ana C.; Antunes, Vanina Z.; Bernardo, Luis R.; Grelle, Carlos E.V.; Cerqueira, Rui",Land use vs. fragment size and isolation as determinants of small mammal composition and richness in Atlantic Forest remnants,Biological Conservation,,63207,10.1016/j.biocon.2009.02.006,https://linkinghub.elsevier.com/retrieve/pii/S0006320709000810,Y,Macucu,Brazil,structural,site isolation,na,mammalia,survey,na,4,na,only has sites outside or adjacent to urban areas
355,YES,journalArticle,2009,"Vignoli, L.; Mocaer, I.; Luiselli, L.; Bologna, M. A.",Can a large metropolis sustain complex herpetofauna communities? An analysis of the suitability of green space fragments in Rome,Animal Conservation,,"13679430, 14691795",10.1111/j.1469-1795.2009.00273.x,https://onlinelibrary.wiley.com/doi/10.1111/j.1469-1795.2009.00273.x,Y,Rome,Italy,structural,average distance to patches in 500m buffer,"species richness, occurrence","amphibia, reptilia",visual survey,na,10,na,"authors talk about connectivity, but they report absolutely no results on it"
183,YES,journalArticle,2017,"Vimercati, Giovanni; Hui, Cang; Davies, Sarah J.; Measey, G. John",Integrating age structured and landscape resistance models to disentangle invasion dynamics of a pond-breeding anuran,Ecological Modelling,,3043800,10.1016/j.ecolmodel.2017.03.017,https://linkinghub.elsevier.com/retrieve/pii/S0304380016307657,Y,Cape town,South Africa,potential,least-cost path,na,na,na,na,5,na,invasion dynamics of cane toad 
278,YES,journalArticle,2017,"Walker, Cassondra M.; Colton Flynn, K.; Ovando-Montejo, Gustavo A.; Ellis, Emily A.; Frazier, Amy E.",Does demolition improve biodiversity? Linking urban green space and socioeconomic characteristics to avian richness in a shrinking city,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0671-4,http://link.springer.com/10.1007/s11252-017-0671-4,Y,Buffalo,USA,structural,cohesion,species richness,aves,citizen science,na,10,pos,"socioeconomic considerations in the model, using ebird data. NO PARAMETER ESTIMATES PROVIDED, DESPITE SAYING HOW IMPORTANT IT IS"
179,YES,journalArticle,2007,"Walters, Steven","Modeling scale-dependent landscape pattern, dispersal, and connectivity from the perspective of the organism",Landscape Ecology,,"0921-2973, 1572-9761",10.1007/s10980-006-9065-3,https://link.springer.com/10.1007/s10980-006-9065-3,Y,na,na,na,na,na,na,na,na,9,na,simulation models
132,YES,journalArticle,2019,"Wang, Boya; Liu, Zhicheng",Functional Connectivity Analyses and Construction Strategies of the Structure of Green Space Network in Haidian District of Beijing,Landscape Architecture Frontiers,,2095-5405,10.15302/J-LAF-20190104,http://journal.hep.com.cn/laf/EN/10.15302/J-LAF-20190104,Y,Beijing,China,potential,integral index of connectivity,na,na,none,na,8,na,"purely descriptive of the landscape, identifying important patches to the theoretical green network"
95,YES,journalArticle,2010,"Wang, Hongfang; Sork, Victoria L.; Wu, Jianguo; Ge, Jianping",Effect of patch size and isolation on mating patterns and seed production in an urban population of Chinese pine (Pinus tabulaeformis Carr.),Forest Ecology and Management,,3781127,10.1016/j.foreco.2010.06.014,https://linkinghub.elsevier.com/retrieve/pii/S0378112710003373,Y,Beijing,China,structural,distance to nearest patch (e2e),effective number of pollen sources,plants,genetic sample,"text, table",na,pos,"a culturally important plant, managed across the city"
255,YES,journalArticle,2020,"Wang, Jingmao; Zheng, Linjiao; Liu, Hui; Xu, Bowen; Zou, Zichen",The effects of habitat network construction and urban block unit structure on biodiversity in semiarid green spaces,Environmental Monitoring and Assessment,,"0167-6369, 1573-2959",10.1007/s10661-020-8115-7,http://link.springer.com/10.1007/s10661-020-8115-7,Y,Xi'an,China,structural,mean proximity index,na,lepidoptera,none,na,8,na,Only 3 campuses within the city. No validation
185,YES,journalArticle,2013,"Wang, Yanping; Ding, Ping; Chen, Shuihua; Zheng, Guangmei",Nestedness of bird assemblages on urban woodlots: Implications for conservation,Landscape and Urban Planning,,1692046,10.1016/j.landurbplan.2012.11.008,https://linkinghub.elsevier.com/retrieve/pii/S0169204612003210,Y,Hangzhou,China,structural,"distance to nearest larger patch, distance to nearest mountain",nestedness,aves,transect survey,"text, table",na,0,habitat diversity and noise pollution were the only significant variables
166,YES,journalArticle,2021,"Wei, Xu; Huang, Meiling; Yue, Qu; Ma, Shuo; Li, Ben; Mu, Zhiqiang; Peng, Chuan; Gao, Wenxuan; Liu, Wenli; Zheng, Jiaxin; Weng, Xiaodong; Sun, Xiaohui; Zuo, Qingqiu; Bo, Shunqi; Yuan, Xiao; Zhang, Wei; Yang, Gang; Ding, Youzhong; Wang, Xiaoming; Wang, Tianhou; Hua, Panyu; Wang, Zhenghuan","Long?term urbanization impacts the eastern golden frog ( <i>Pelophylax plancyi</i> ) in Shanghai City: Demographic history, genetic structure, and implications for amphibian conservation in intensively urbanizing environments",Evolutionary Applications,,"1752-4571, 1752-4571",10.1111/eva.13156,https://onlinelibrary.wiley.com/doi/10.1111/eva.13156,Y,Shanghai,China,"genetic, structural","geographic distance, distance to nearest neighbour",,amphibia,genetic sample,"text, supplement",na,mixed,"Golden frog, using mtDNA, microsats, AND SNPs. 15 sample sites. No IBD detected for SNPs and SSR."
350,YES,journalArticle,2004,"Weller, Britta; Ganzhorn, Jörg U.","Carabid beetle community composition, body size, and fluctuating asymmetry along an urban-rural gradient",Basic and Applied Ecology,,14391791,10.1078/1439-1791-00220,https://linkinghub.elsevier.com/retrieve/pii/S1439179104701723,Y,Hamburg,Germany,structural,degree of isolation,"species richness, nestedness",coleoptera,survey,"text, figure",na,neg,metric of isolation lacking description…
311,YES,journalArticle,2022,"Wenner, Sarah M.; Murphy, Melanie A.; Delaney, Kathleen S.; Pauly, Gregory B.; Richmond, Jonathan Q.; Fisher, Robert N.; Robertson, Jeanne M.",Natural and anthropogenic landscape factors shape functional connectivity of an ecological specialist in urban Southern California,Molecular Ecology,,"0962-1083, 1365-294X",10.1111/mec.16656,https://onlinelibrary.wiley.com/doi/10.1111/mec.16656,Y,Los Angeles,USA,genetic,"geographic distance, resistance distance",genetic differentiation,reptilia,genetic sample,"text, table",na,neg,SNPs for blainvilles horned lizard. 
280,YES,journalArticle,2017,"Wereszczuk, Anna; Leblois, Raphaël; Zalewski, Andrzej",Genetic diversity and structure related to expansion history and habitat isolation: stone marten populating rural–urban habitats,BMC Ecology,,1472-6785,10.1186/s12898-017-0156-6,https://bmcecol.biomedcentral.com/articles/10.1186/s12898-017-0156-6,Y,na,Poland,genetic,geographic distance,genetic differentiation,mammalia,genetic sample,na,3,na,"stone martens, outsite of the city though."
344,YES,journalArticle,2000,"Whited, Diane; Galatowitsch, Susan; Tester, John R.; Schik, Karen; Lehtinen, Rick; Husveth, Jason",The importance of local and regional factors in predicting effective conservation,Landscape and Urban Planning,,1692046,10.1016/S0169-2046(00)00046-3,https://linkinghub.elsevier.com/retrieve/pii/S0169204600000463,Y,Minnesota,USA,structural,average distance to nearest 5 patches,community composition,aves,survey,"text, table",3,0,"not in urban area, only wetlands "
45,YES,journalArticle,2022,"Whitehead, James; Roy, Julien; Hempel, Stefan; Rillig, Matthias C.","Soil microbial communities shift along an urban gradient in Berlin, Germany",Frontiers in Microbiology,,1664-302X,10.3389/fmicb.2022.972052,https://www.frontiersin.org/articles/10.3389/fmicb.2022.972052/full,Y,Berlin,Germany,structural,geographic distance,community composition,fungi,soil sample,"text, figure, supplement",na,mixed,"Cityscape sites, their connectivity metric is used in a PCA, they do check geographic distance through mantel tests though"
23,YES,journalArticle,2020,"Wilk, Andrew J.; Donlon, Kate C.; Peterman, William E.",Effects of habitat fragment size and isolation on the density and genetics of urban red-backed salamanders (Plethodon cinereus),Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-020-00958-8,http://link.springer.com/10.1007/s11252-020-00958-8,Y,Columbus,USA,genetic,"geographic distance, resistance distance",genetic differentiation,amphibia,genetic sample,"text, supplement",11,0,"10 microsatellite loci, red-backed salamanders. They mention models were compared using AIC and the parameter estimates, but it is not IN text OR supplement"
270,YES,journalArticle,2011,"Williams, Matthew R.","Habitat resources, remnant vegetation condition and area determine distribution patterns and abundance of butterflies and day-flying moths in a fragmented urban landscape, south-west Western Australia",Journal of Insect Conservation,,"1366-638X, 1572-9753",10.1007/s10841-010-9307-1,http://link.springer.com/10.1007/s10841-010-9307-1,Y,Perth,Australia,structural,"distance to nearest neighbour, distance to nearest larger patch","species richness, abundance, occurrence",lepidoptera,transect survey,"text, table",na,0,other factors are more important that just proximity for lepidoptera it seems
119,YES,journalArticle,2016,"Wilson, Amanda; Fenton, Brian; Malloch, Gaynor; Boag, Brian; Hubbard, Steve; Begg, Graham",Urbanisation versus agriculture: a comparison of local genetic diversity and gene flow between wood mouse Apodemus sylvaticus populations in human-modified landscapes,Ecography,,9067590,10.1111/ecog.01297,https://onlinelibrary.wiley.com/doi/10.1111/ecog.01297,Y,Dundee,Scotland,"genetic, potential","geographic distance, resistance distance",genetic differentiation,mammalia,genetic sample,"text, table",na,0,"wood mouse, comparing agriculture to urban populations, 21 sites"
24,YES,journalArticle,2014,"Wodkiewicz, Maciej; Gruszczy?ska, Bo?enna",Genetic Diversity and Spatial Genetic Structure of Stellaria Holostea Populations from Urban Forest Islands,Acta Biologica Cracoviensia s. Botanica,,1898-0295,10.2478/abcsb-2014-0004,http://journals.pan.pl/dlibra/publication/94793/edition/81814/content,Y,Warsaw,Poland,genetic,geographic distance,genetic differentiation,plants,genetic sample,"text, table",na,0,"stellaria holostea genetic structure using allozymes, few number of patches evaluated though."
55,YES,journalArticle,2023,"Wolff, Manuel; Haase, Dagmar; Priess, Jörg; Hoffmann, Tobias Leander",The Role of Brownfields and Their Revitalisation for the Functional Connectivity of the Urban Tree System in a Regrowing City,Land,,2073-445X,10.3390/land12020333,https://www.mdpi.com/2073-445X/12/2/333,Y,Leipzig,Germany,potential,probability of connectivity index,,aves,none,na,8,na,"Only interature used to inform modelling decisions, no validation"
316,YES,journalArticle,2020,"Wood, Dustin A.; Rose, Jonathan P.; Halstead, Brian J.; Stoelting, Ricka E.; Swaim, Karen E.; Vandergast, Amy G.",Combining genetic and demographic monitoring better informs conservation of an endangered urban snake,PLOS ONE,,1932-6203,10.1371/journal.pone.0231744,https://dx.plos.org/10.1371/journal.pone.0231744,Y,California,USA,genetic,geographic distance,genetic differentiation,reptilia,genetic sample,"text, figure",na,neg,comparing multiple populations in different cities of san francisco gartersnake.
127,YES,journalArticle,2023,"Wu, Bin; Bao, Yu; Wang, Zhitai; Chen, Xintong; Wei, Wenfei",Multi-temporal evaluation and optimization of ecological network in multi-mountainous city,Ecological Indicators,,1470160X,10.1016/j.ecolind.2022.109794,https://linkinghub.elsevier.com/retrieve/pii/S1470160X22012675,Y,Anshun,China,potential,minimum cumulative resistance,na,na,none,na,8,na,Only using InVEST as their biodiversity layer
318,YES,journalArticle,2019,"Wu, Tingfeng",Abundance and diversity of pollinators on green roofs are affected by environmental factors,IOP Conference Series: Earth and Environmental Science,,"1755-1307, 1755-1315",10.1088/1755-1315/358/2/022053,https://iopscience.iop.org/article/10.1088/1755-1315/358/2/022053,Y,na,na,na,na,na,na,na,na,9,na,literature review
78,YES,journalArticle,2020,"Xie, Shilin; Wang, Xiaoke; Zhou, Weiqi; Wu, Tong; Qian, Yuguo; Lu, Fei; Gong, Cheng; Zhao, He; Ouyang, Zhiyun",The effects of residential greenspace on avian Biodiversity in Beijing,Global Ecology and Conservation,,23519894,10.1016/j.gecco.2020.e01223,https://linkinghub.elsevier.com/retrieve/pii/S2351989420307642,Y,Beijing,China,structural,connectance,species richness,aves,site survey,"text, table, supplement",na,mixed,connectivity metric was more important than even tree cover in their study area for their study species.
347,YES,journalArticle,2017,"Xiu, Na; Ignatieva, Maria; Van Den Bosch, Cecil Konijnendijk; Chai, Yongyu; Wang, Fei; Cui, Tengfei; Yang, Fengping",A socio-ecological perspective of urban green networks: the Stockholm case,Urban Ecosystems,,"1083-8155, 1573-1642",10.1007/s11252-017-0648-3,http://link.springer.com/10.1007/s11252-017-0648-3,Y,Stockholm,Sweden,potential,least-cost path,na,na,na,na,8,na,"no biological validation of the connectivity maps, only comparison of the networks. "
